threshold_label,min_entry_abs_ret_slot_percentile,futures_symbol,entry_window_minutes,stop_units,time_stop_hours,trade_count,win_rate,median_r,mean_r,total_r,profit_factor,target_rate,stop_rate,time_stop_rate,median_hold_minutes,median_entry_abs_return,median_entry_abs_ret_slot_percentile,median_event_to_entry_minutes,median_anchor_delay_minutes,median_risk_distance_abs_return,median_reward_to_target_r,median_max_adverse_units,median_max_favorable_units,weekend_trade_share
all,0.0,MNQ,60,1.0,12,1384,0.6539017341040463,1.0,0.340692629622189,471.5185993971096,2.1313975560064145,0.6401734104046243,0.282514450867052,0.0773121387283237,180.0,0.004886117342864704,0.9838709677419355,904.5,844.5,0.004886117342864626,1.0,0.4824030591708194,1.0451153324287592,0.5469653179190751
all,0.0,MNQ,60,1.0,24,1383,0.6811279826464208,1.0,0.35912233445205466,496.6661885471916,2.2032124366047503,0.6514822848879248,0.28199566160520606,0.06652205350686913,180.0,0.004886117342864704,0.9838709677419355,905.0,845.0,0.004886117342864626,1.0,0.4785992217899022,1.0517015706806296,0.5473608098336948
all,0.0,MNQ,90,0.75,12,1384,0.5715317919075145,1.3333333333333333,0.3275509301195391,453.33048728544213,1.7954884684844747,0.5513005780346821,0.38945086705202314,0.059248554913294796,150.0,0.004797282162323446,0.9193548387096774,934.5,844.5,0.003597961621742612,1.3333333333333333,0.5300751879699619,1.0253169064235872,0.5469653179190751
all,0.0,MNQ,90,0.75,24,1383,0.5777295733911786,1.3333333333333333,0.34452060087286634,476.47199100717415,1.8502419803493935,0.5516992046276211,0.38900939985538685,0.05929139551699204,150.0,0.004797282162323446,0.9193548387096774,935.0,845.0,0.003597961621742612,1.3333333333333333,0.5300751879699619,1.0254237288135362,0.5473608098336948
all,0.0,MNQ,90,1.0,12,1384,0.6835260115606936,1.0,0.37649895618062784,521.0745553539889,2.3441495786887914,0.6495664739884393,0.25289017341040465,0.09754335260115607,150.0,0.004797282162323446,0.9193548387096774,934.5,844.5,0.004797282162323483,1.0,0.5300751879699619,1.0540540540540657,0.5469653179190751
all,0.0,MNQ,90,1.0,24,1383,0.6919739696312365,1.0,0.4021310510000654,556.1472435330904,2.472980455713313,0.6637744034707158,0.25234996384671005,0.08387563268257411,150.0,0.004797282162323446,0.9193548387096774,935.0,845.0,0.004797282162323483,1.0,0.5300751879699619,1.0608899297423853,0.5473608098336948
p80,0.8,CL,30,0.75,12,847,0.4946871310507674,-0.010582010582000916,0.11658905146564755,98.75092659140347,1.2676847663332182,0.3860684769775679,0.42384887839433294,0.19008264462809918,205.0,0.010765090349865503,0.9824561403508771,1002.0,972.0,0.00807381776239911,1.3333333333333333,0.46666666666669615,0.7301587301587286,0.5749704840613932
p80,0.8,CL,30,0.75,24,847,0.4817001180637544,-0.05797101449275601,0.10337344535278413,87.55730821380816,1.224516969814597,0.4025974025974026,0.42857142857142855,0.16883116883116883,205.0,0.010765090349865503,0.9824561403508771,1002.0,972.0,0.00807381776239911,1.3333333333333333,0.5454545454545366,0.7638888888889059,0.5749704840613932
p80,0.8,CL,30,1.0,12,847,0.5997638724911453,0.19580419580419567,0.1829812437844792,154.98511348545387,1.6058909397468182,0.4510035419126328,0.27863046044864226,0.27036599763872493,240.0,0.010765090349865503,0.9824561403508771,1002.0,972.0,0.01076509034986548,1.0,0.46666666666669615,0.8965517241379276,0.5749704840613932
p80,0.8,CL,30,1.0,24,847,0.602125147579693,0.5975877192982441,0.1909659928698363,161.74819596075133,1.5857209674857997,0.46989374262101535,0.29634002361275086,0.23376623376623376,240.0,0.010765090349865503,0.9824561403508771,1002.0,972.0,0.01076509034986548,1.0,0.5454545454545366,0.9662162162162135,0.5749704840613932
