threshold_label,min_entry_abs_ret_slot_percentile,futures_symbol,event_day_bucket,entry_window_minutes,stop_units,time_stop_hours,trade_count,win_rate,median_r,mean_r,total_r,profit_factor,target_rate,stop_rate,time_stop_rate,median_hold_minutes,median_entry_abs_return,median_entry_abs_ret_slot_percentile,median_event_to_entry_minutes,median_anchor_delay_minutes,median_risk_distance_abs_return,median_reward_to_target_r,median_max_adverse_units,median_max_favorable_units,weekend_trade_share
p90,0.9,CL,weekday,60,0.75,12,202,0.5643564356435643,0.12991452991452818,0.12959653920545933,26.178500919502785,1.3536342165419204,0.3217821782178218,0.3415841584158416,0.33663366336633666,280.0,0.017082246979485016,0.9830508474576272,470.0,410.0,0.01281168523461373,1.3333333333333333,0.57333824711874,0.7553873034362286,0.0
p90,0.9,CL,weekday,60,0.75,24,201,0.5174129353233831,0.09009009009009356,0.12664043513761664,25.454727462660944,1.300547923314112,0.3482587064676617,0.40298507462686567,0.24875621890547264,280.0,0.017285714285714238,0.9830508474576272,471.0,411.0,0.012964285714285647,1.3333333333333333,0.6000000000000042,0.8225806451612696,0.0
p90,0.9,CL,weekday,60,1.0,12,202,0.6336633663366337,0.1555555555555516,0.16847565295840516,34.03208189759784,1.6532847038990464,0.36633663366336633,0.22277227722772278,0.41089108910891087,330.0,0.017082246979485016,0.9830508474576272,470.0,410.0,0.017082246979484975,1.0,0.57333824711874,0.8453413654618488,0.0
p90,0.9,CL,weekday,60,1.0,24,201,0.5771144278606966,0.2615384615384638,0.1240198273930218,24.92798530599738,1.3678629387170285,0.39800995024875624,0.2935323383084577,0.30845771144278605,330.0,0.017285714285714238,0.9830508474576272,471.0,411.0,0.017285714285714196,1.0,0.6000000000000042,0.8618421052631523,0.0
p90,0.9,CL,weekday,90,0.75,12,174,0.5747126436781609,0.14690833146863413,0.13420955314761343,23.352462247684738,1.385197354267553,0.28160919540229884,0.3160919540229885,0.40229885057471265,265.0,0.021144705724454205,0.9818181818181818,505.5,415.5,0.01585852929334064,1.3333333333333333,0.3878787878787902,0.75,0.0
p90,0.9,CL,weekday,90,0.75,24,173,0.5433526011560693,0.06697108066971463,0.12644885777652212,21.875652395338328,1.3074837764360492,0.3063583815028902,0.3699421965317919,0.3236994219653179,265.0,0.020979020979020935,0.9818181818181818,508.0,418.0,0.015734265734265666,1.3333333333333333,0.48235294117646577,0.820151679306608,0.0
p90,0.9,CL,weekday,90,1.0,12,174,0.6666666666666666,0.30402930402930295,0.22514132208963603,39.174590043596666,2.0055529013722095,0.367816091954023,0.1839080459770115,0.4482758620689655,382.5,0.021144705724454205,0.9818181818181818,505.5,415.5,0.021144705724454184,1.0,0.3878787878787902,0.864197530864181,0.0
p90,0.9,CL,weekday,90,1.0,24,173,0.6589595375722543,0.7317073170731717,0.23702947606896604,41.00609935993113,1.85651762229092,0.4161849710982659,0.20809248554913296,0.37572254335260113,420.0,0.020979020979020935,0.9818181818181818,508.0,418.0,0.020979020979020886,1.0,0.48235294117646577,0.8819444444444442,0.0
p90,0.9,CL,weekend,30,0.75,12,470,0.4851063829787234,-0.010582010582000916,0.07063057352528174,33.196369556882416,1.1651512678933242,0.33617021276595743,0.4127659574468085,0.251063829787234,210.0,0.012944983818770295,1.0,1821.0,1791.0,0.009708737864077688,1.3333333333333333,0.46666666666669615,0.6988171064604186,1.0
p90,0.9,CL,weekend,30,0.75,24,470,0.46595744680851064,-0.10599721059971977,0.050085011544517104,23.53995542592304,1.1077107669194202,0.3574468085106383,0.42127659574468085,0.22127659574468084,210.0,0.012944983818770295,1.0,1821.0,1791.0,0.009708737864077688,1.3333333333333333,0.5990338164251203,0.7301587301587286,1.0
p90,0.9,CL,weekend,30,1.0,12,470,0.6106382978723405,0.1563055062166956,0.17755188177458467,83.44938443405479,1.6411970680568395,0.4106382978723404,0.24680851063829787,0.3425531914893617,305.0,0.012944983818770295,1.0,1821.0,1791.0,0.012944983818770251,1.0,0.46666666666669615,0.7375000000000069,1.0
p90,0.9,CL,weekend,30,1.0,24,470,0.6085106382978723,0.4615384615384597,0.18745715450923003,88.10486261933812,1.6054864264572883,0.4319148936170213,0.2702127659574468,0.2978723404255319,305.0,0.012944983818770295,1.0,1821.0,1791.0,0.012944983818770251,1.0,0.5990338164251203,0.8965517241379276,1.0
p90,0.9,CL,weekend,60,0.75,12,382,0.6727748691099477,0.2074074074074021,0.2982226986010764,113.9210708656112,2.081205204229534,0.3507853403141361,0.2643979057591623,0.38481675392670156,300.0,0.014733969986357454,0.9672131147540983,1872.5,1812.5,0.011050477489768059,1.3333333333333333,0.4019607843137254,0.743589743589744,1.0
p90,0.9,CL,weekend,60,0.75,24,382,0.6047120418848168,0.3992869875222823,0.2603529852002602,99.4548403464994,1.7359939307991195,0.3769633507853403,0.34554973821989526,0.2774869109947644,300.0,0.014733969986357454,0.9672131147540983,1872.5,1812.5,0.011050477489768059,1.3333333333333333,0.44505494505494236,0.8000000000000022,1.0
p90,0.9,CL,weekend,60,1.0,12,382,0.7225130890052356,0.2568306010928958,0.23764255400910367,90.7794556314776,2.086940233123922,0.3743455497382199,0.18586387434554974,0.4397905759162304,445.0,0.014733969986357454,0.9672131147540983,1872.5,1812.5,0.014733969986357412,1.0,0.4019607843137254,0.7980392156862741,1.0
p90,0.9,CL,weekend,60,1.0,24,382,0.6544502617801047,0.4875816993464093,0.2187048568223018,83.54525530611929,1.7500021456506742,0.42670157068062825,0.23298429319371727,0.3403141361256545,445.0,0.014733969986357454,0.9672131147540983,1872.5,1812.5,0.014733969986357412,1.0,0.44505494505494236,0.8225806451612696,1.0
p90,0.9,CL,weekend,90,0.75,12,307,0.6579804560260586,0.15962441314554132,0.18068444451796312,55.47012446701468,1.633311815771038,0.23778501628664495,0.247557003257329,0.5146579804560261,720.0,0.02485411713853458,0.9824561403508771,1914.0,1824.0,0.018640587853900954,1.3333333333333333,0.3086419753086411,0.7341772151898834,1.0
p90,0.9,CL,weekend,90,0.75,24,307,0.6026058631921825,0.5352112676056401,0.1530986033370353,47.00127122446983,1.3864096773013947,0.2703583061889251,0.36482084690553745,0.36482084690553745,1350.0,0.02485411713853458,0.9824561403508771,1914.0,1824.0,0.018640587853900954,1.3333333333333333,0.45786516853932824,0.8146341463414654,1.0
p90,0.9,CL,weekend,90,1.0,12,307,0.7328990228013029,0.28491620111731464,0.26169843801427617,80.34142047038279,2.6083817841415455,0.3127035830618892,0.12052117263843648,0.5667752442996743,720.0,0.02485411713853458,0.9824561403508771,1914.0,1824.0,0.024854117138534606,1.0,0.3086419753086411,0.7499999999999951,1.0
p90,0.9,CL,weekend,90,1.0,24,307,0.7100977198697068,0.5731310942578559,0.2471916163007453,75.8878262043288,1.9078575175240267,0.3778501628664495,0.1563517915309446,0.46579804560260585,1355.0,0.02485411713853458,0.9824561403508771,1914.0,1824.0,0.024854117138534606,1.0,0.45786516853932824,0.820151679306608,1.0
