strategy_name,family,horizon_hours,threshold_label,min_entry_abs_ret_60m_slot_percentile,timing_regime,topic_bucket,symbol,trade_count,win_rate,median_r,mean_r,total_r,profit_factor,median_entry_abs_return,median_entry_abs_ret_60m_slot_percentile,contained_within_0_5x_shock_rate_24h,contained_within_1_0x_shock_rate_24h,median_adverse_extension_units_24h,median_favorable_extension_units_24h,contained_within_0_5x_shock_rate_72h,contained_within_1_0x_shock_rate_72h,median_adverse_extension_units_72h,median_favorable_extension_units_72h
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,immigration_border,SPY,83,0.9036144578313253,5.0,3.3860829933683756,281.0448884495752,87.5738013152073,0.0012627591286962225,0.5483870967741935,,,,,0.1566265060240964,0.26506024096385544,3.1304347826085666,5.8512396694213455
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,immigration_border,UNG,80,0.925,4.944444444444455,3.3542235680012524,268.3378854401002,94.43524460257173,0.003626656848306431,0.5169491525423728,,,,,0.1125,0.175,7.333333333333265,6.450000000000244
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,immigration_border,USO,81,0.8148148148148148,5.0,3.275607137974789,265.3241781759579,45.31898133094788,0.0023041474654377225,0.5573770491803278,,,,,0.08641975308641975,0.20987654320987653,4.695652173912955,7.833333333333097
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,domestic_politics_attacks,GLD,90,0.9,5.0,3.546037551969383,319.14337967724447,53.69633659842747,0.0008954536853697515,0.3885245901639344,,,,,0.06666666666666667,0.12222222222222222,7.340579710144036,10.335227272728044
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,domestic_politics_attacks,QQQ,92,0.9021739130434783,5.0,3.703050593434573,340.68065459598074,70.20272456967733,0.001335916756015909,0.5322916666666666,,,,,0.09782608695652174,0.09782608695652174,6.644395604395728,6.45551414929531
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,domestic_politics_attacks,SLV,90,0.9222222222222223,5.0,3.5161691486189524,316.4552233757057,82.33636942711107,0.0020186157348418554,0.4553760593220339,,,,,0.12222222222222222,0.2,6.608142493638533,6.731457800511416
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,domestic_politics_attacks,SPY,90,0.9,5.0,3.67332334935399,330.5991014418591,73.91164071834208,0.0009518127816848798,0.48346762989719366,,,,,0.07777777777777778,0.1111111111111111,7.146051811121723,5.803556543484108
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,domestic_politics_attacks,UNG,86,0.8604651162790697,4.954545454545471,3.301759916941352,283.95135285695625,41.03066148173328,0.005049523147808821,0.5250069463739928,,,,,0.18604651162790697,0.22093023255813954,4.381818181818198,5.800699300699321
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,domestic_politics_attacks,USO,88,0.8977272727272727,4.617647058823505,3.269913474950025,287.7523857956022,73.96726708283373,0.002688529823094532,0.5889178617992177,,,,,0.07954545454545454,0.125,5.029304029304002,6.46634615384637
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,other,GLD,1344,0.9077380952380952,5.0,3.674502557518897,4938.531437305398,79.96809399368213,0.0013020556895957935,0.5081967213114754,,,,,0.10863095238095238,0.15922619047619047,6.352275280898704,6.941346153846428
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,other,QQQ,1346,0.9286775631500743,5.0,3.609680447771953,4858.629882701049,108.24233616376397,0.0011917360155238588,0.5084745762711864,,,,,0.08023774145616643,0.13893016344725112,7.09410319410318,6.604952830187467
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,other,SLV,1282,0.8837753510140406,5.0,3.4384544861823536,4408.098651285777,57.69645398216863,0.002164446634168038,0.515625,,,,,0.11076443057722309,0.18174726989079562,6.154761904761752,6.309523809524373
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,other,SPY,1346,0.8967310549777118,5.0,3.494425261295024,4703.4964017031025,76.52580811477488,0.0009171842733730617,0.5083356487913309,,,,,0.09435364041604755,0.14041604754829123,6.8779898427259365,6.33333333333305
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,other,UNG,1279,0.8928850664581705,5.0,3.392246128114573,4338.682797858539,65.41425304581978,0.004658385093167627,0.5901639344262295,,,,,0.11024237685691947,0.1704456606724003,5.374999999999992,5.666666666666785
long_straddle_72h,long_vol_proxy,72,all,0.0,immediate,other,USO,1305,0.8942528735632184,5.0,3.3773986850083144,4407.5052839358505,70.87592192858135,0.002379619260918231,0.532258064516129,,,,,0.11264367816091954,0.18160919540229886,5.62962962962955,5.849999999999925
long_straddle_72h,long_vol_proxy,72,all,0.0,delayed,tariffs_trade,GLD,38,0.7105263157894737,0.6320125348189398,1.7467906501927895,66.378044707326,11.680543604785754,0.005540163146018906,0.923728813559322,,,,,0.15789473684210525,0.3684210526315789,2.0107843137254786,1.5875491314821661
long_straddle_72h,long_vol_proxy,72,all,0.0,delayed,tariffs_trade,QQQ,38,0.8157894736842105,2.0206325426694343,2.172084801862245,82.53922247076531,23.993995640364496,0.004044493318416942,0.926857887874837,,,,,0.15789473684210525,0.42105263157894735,1.397957099080673,2.3599999999999937
long_straddle_72h,long_vol_proxy,72,all,0.0,delayed,tariffs_trade,SLV,38,0.631578947368421,0.5912082534355975,1.4561367524602442,55.33319659348928,9.976912309810743,0.009629936979488662,0.950382722799344,,,,,0.15789473684210525,0.34210526315789475,1.8413043478260391,1.4394736842105278
long_straddle_72h,long_vol_proxy,72,all,0.0,delayed,tariffs_trade,SPY,38,0.8157894736842105,2.4795068705912717,2.511740184865397,95.44612702488507,29.111221472183452,0.002903471100691335,0.9153846153846155,,,,,0.23684210526315788,0.2894736842105263,1.6750000000000387,3.156729131175468
long_straddle_72h,long_vol_proxy,72,all,0.0,delayed,tariffs_trade,UNG,38,0.6578947368421053,1.7849190283400882,2.0662155602925356,78.51619129111636,12.700845032532708,0.012648624490729843,0.9814814814814815,,,,,0.07894736842105263,0.23684210526315788,2.195652173913021,2.747826086956521
long_straddle_72h,long_vol_proxy,72,all,0.0,delayed,tariffs_trade,USO,37,0.8108108108108109,1.5545454545454698,2.1582348360475696,79.85468893376007,24.572194658176898,0.008107352530053014,0.8852459016393442,,,,,0.13513513513513514,0.35135135135135137,1.4390243902439228,3.281818181818198
long_straddle_72h,long_vol_proxy,72,all,0.0,delayed,war_geopolitics,GLD,105,0.7238095238095238,0.8640000000000023,1.43821925135872,151.0130213926656,10.757365045345084,0.006273181006456241,0.9491525423728814,,,,,0.1619047619047619,0.34285714285714286,2.021235521235524,1.2254335260115505
long_straddle_72h,long_vol_proxy,72,all,0.0,delayed,war_geopolitics,QQQ,105,0.6857142857142857,0.7909090909091021,1.4787079809395312,155.26433799865077,9.073150683388098,0.006477518713750019,1.0,,,,,0.26666666666666666,0.3619047619047619,1.7460317460317947,1.771349862258973
long_straddle_72h,long_vol_proxy,72,all,0.0,delayed,war_geopolitics,SLV,104,0.6153846153846154,1.0350274725274806,1.4994031952337918,155.93793230431436,9.262708406577305,0.01185673733799314,0.9745762711864407,,,,,0.19230769230769232,0.3269230769230769,1.9999999999996447,2.3655913978494643
long_straddle_72h,long_vol_proxy,72,all,0.0,delayed,war_geopolitics,SPY,105,0.7523809523809524,0.8916666666666695,1.6297570104624393,171.12448609855613,14.089433719633723,0.004016803628512644,0.9830508474576272,,,,,0.2,0.3047619047619048,1.8458333333333774,2.1806930693069035
long_straddle_72h,long_vol_proxy,72,all,0.0,delayed,war_geopolitics,UNG,104,0.7211538461538461,2.0,2.1389517933075615,222.45098650398637,18.166643599665225,0.011361251291451824,0.9814814814814815,,,,,0.1346153846153846,0.18269230769230768,3.145445134575562,2.051724137931033
